,season,Home,G.1,Visitor,G,playoffs
41223,2008,New York Islanders,1.0,Montreal Canadiens,3.0,0
41224,2008,Phoenix Coyotes,5.0,San Jose Sharks,3.0,0
41225,2008,Tampa Bay Lightning,0.0,Colorado Avalanche,3.0,0
41226,2008,Toronto Maple Leafs,5.0,Carolina Hurricanes,4.0,0
41227,2008,Washington Capitals,4.0,Ottawa Senators,2.0,0
41228,2008,Chicago Blackhawks,6.0,St. Louis Blues,1.0,0
41229,2008,Minnesota Wild,2.0,Calgary Flames,3.0,0
41230,2008,New Jersey Devils,1.0,New York Islanders,3.0,0
41231,2008,New York Rangers,2.0,Buffalo Sabres,1.0,0
41232,2008,Philadelphia Flyers,5.0,Florida Panthers,3.0,0
41233,2008,Atlanta Thrashers,2.0,Montreal Canadiens,3.0,0
41234,2008,Boston Bruins,2.0,Toronto Maple Leafs,3.0,0
41235,2008,Detroit Red Wings,3.0,Vancouver Canucks,2.0,0
41236,2008,Nashville Predators,1.0,Anaheim Ducks,2.0,0
41237,2008,Ottawa Senators,5.0,Carolina Hurricanes,1.0,0
41238,2008,Phoenix Coyotes,3.0,Columbus Blue Jackets,4.0,0
41239,2008,San Jose Sharks,2.0,Dallas Stars,4.0,0
41240,2008,Washington Capitals,5.0,Edmonton Oilers,4.0,0
41241,2008,Buffalo Sabres,10.0,Atlanta Thrashers,1.0,0
41242,2008,Carolina Hurricanes,7.0,Edmonton Oilers,2.0,0
41243,2008,Calgary Flames,6.0,Los Angeles Kings,1.0,0
41244,2008,Colorado Avalanche,1.0,Chicago Blackhawks,2.0,0
41245,2008,Minnesota Wild,2.0,Anaheim Ducks,4.0,0
41246,2008,New Jersey Devils,1.0,Florida Panthers,2.0,0
41247,2008,Pittsburgh Penguins,0.0,Tampa Bay Lightning,3.0,0
41248,2008,Boston Bruins,4.0,New York Rangers,3.0,0
41249,2008,Dallas Stars,3.0,Columbus Blue Jackets,1.0,0
41250,2008,Montreal Canadiens,0.0,Pittsburgh Penguins,2.0,0
41251,2008,New York Islanders,3.0,Philadelphia Flyers,5.0,0
41252,2008,Ottawa Senators,0.0,Tampa Bay Lightning,2.0,0
41253,2008,Phoenix Coyotes,1.0,Chicago Blackhawks,2.0,0
41254,2008,San Jose Sharks,3.0,Detroit Red Wings,6.0,0
41255,2008,St. Louis Blues,2.0,Nashville Predators,5.0,0
41256,2008,Toronto Maple Leafs,4.0,Buffalo Sabres,2.0,0
41257,2008,Vancouver Canucks,3.0,Los Angeles Kings,4.0,0
41258,2008,Washington Capitals,5.0,Florida Panthers,3.0,0
41259,2008,Atlanta Thrashers,2.0,Edmonton Oilers,4.0,0
41260,2008,Colorado Avalanche,3.0,Columbus Blue Jackets,1.0,0
41261,2008,Dallas Stars,5.0,Anaheim Ducks,2.0,0
41262,2008,New Jersey Devils,3.0,Toronto Maple Leafs,2.0,0
41263,2008,New York Rangers,1.0,Boston Bruins,3.0,0
41264,2008,Philadelphia Flyers,6.0,Ottawa Senators,1.0,0
41265,2008,Nashville Predators,6.0,St. Louis Blues,3.0,0
41266,2008,New York Islanders,2.0,Carolina Hurricanes,3.0,0
41267,2008,Phoenix Coyotes,6.0,Buffalo Sabres,2.0,0
41268,2008,Pittsburgh Penguins,5.0,Washington Capitals,6.0,0
41269,2008,Vancouver Canucks,2.0,Minnesota Wild,4.0,0
41270,2008,Carolina Hurricanes,3.0,New York Islanders,6.0,0
41271,2008,Calgary Flames,2.0,Minnesota Wild,1.0,0
41272,2008,Colorado Avalanche,0.0,Nashville Predators,4.0,0
41273,2008,Dallas Stars,2.0,Columbus Blue Jackets,4.0,0
41274,2008,Florida Panthers,5.0,Ottawa Senators,3.0,0
41275,2008,Los Angeles Kings,0.0,Detroit Red Wings,3.0,0
41276,2008,Montreal Canadiens,8.0,Boston Bruins,2.0,0
41277,2008,New York Rangers,4.0,Atlanta Thrashers,0.0,0
41278,2008,Philadelphia Flyers,3.0,New Jersey Devils,7.0,0
41279,2008,San Jose Sharks,3.0,Chicago Blackhawks,2.0,0
41280,2008,Tampa Bay Lightning,4.0,Edmonton Oilers,3.0,0
41281,2008,Anaheim Ducks,1.0,Detroit Red Wings,2.0,0
41282,2008,Toronto Maple Leafs,3.0,Washington Capitals,2.0,0
41283,2008,Vancouver Canucks,3.0,St. Louis Blues,2.0,0
41284,2008,Boston Bruins,4.0,New York Islanders,1.0,0
41285,2008,Chicago Blackhawks,0.0,Columbus Blue Jackets,1.0,0
41286,2008,Colorado Avalanche,2.0,Minnesota Wild,3.0,0
41287,2008,Dallas Stars,1.0,Buffalo Sabres,2.0,0
41288,2008,Florida Panthers,3.0,Edmonton Oilers,4.0,0
41289,2008,Los Angeles Kings,3.0,Anaheim Ducks,1.0,0
41290,2008,New Jersey Devils,3.0,Montreal Canadiens,4.0,0
41291,2008,New York Rangers,2.0,Atlanta Thrashers,1.0,0
41292,2008,Philadelphia Flyers,4.0,Pittsburgh Penguins,3.0,0
41293,2008,Phoenix Coyotes,4.0,Nashville Predators,3.0,0
41294,2008,San Jose Sharks,4.0,St. Louis Blues,1.0,0
41295,2008,Tampa Bay Lightning,4.0,Ottawa Senators,8.0,0
41296,2008,Washington Capitals,2.0,Toronto Maple Leafs,1.0,0
41297,2008,Boston Bruins,3.0,Nashville Predators,1.0,0
41298,2008,Carolina Hurricanes,3.0,New York Rangers,1.0,0
41299,2008,Columbus Blue Jackets,2.0,Phoenix Coyotes,4.0,0
41300,2008,Edmonton Oilers,0.0,San Jose Sharks,3.0,0
41301,2008,Montreal Canadiens,4.0,Washington Capitals,0.0,0
41302,2008,New Jersey Devils,2.0,Pittsburgh Penguins,4.0,0
41303,2008,New York Islanders,2.0,Ottawa Senators,5.0,0
41304,2008,Philadelphia Flyers,3.0,Los Angeles Kings,2.0,0
41305,2008,Tampa Bay Lightning,2.0,Buffalo Sabres,4.0,0
41306,2008,Toronto Maple Leafs,2.0,St. Louis Blues,3.0,0
41307,2008,Vancouver Canucks,3.0,Dallas Stars,4.0,0
41308,2008,Atlanta Thrashers,4.0,Pittsburgh Penguins,1.0,0
41309,2008,Calgary Flames,5.0,San Jose Sharks,4.0,0
41310,2008,Colorado Avalanche,6.0,Chicago Blackhawks,3.0,0
41311,2008,Detroit Red Wings,3.0,Phoenix Coyotes,2.0,0
41312,2008,Florida Panthers,0.0,Buffalo Sabres,1.0,0
41313,2008,Minnesota Wild,5.0,Anaheim Ducks,1.0,0
41314,2008,Carolina Hurricanes,3.0,Toronto Maple Leafs,2.0,0
41315,2008,Nashville Predators,4.0,Columbus Blue Jackets,2.0,0
41316,2008,New York Islanders,1.0,Los Angeles Kings,3.0,0
41317,2008,Ottawa Senators,1.0,Boston Bruins,4.0,0
41318,2008,Philadelphia Flyers,0.0,New York Rangers,4.0,0
41319,2008,Tampa Bay Lightning,4.0,Vancouver Canucks,3.0,0
41320,2008,Washington Capitals,5.0,Montreal Canadiens,4.0,0
41321,2008,Atlanta Thrashers,5.0,Buffalo Sabres,4.0,0
41322,2008,Detroit Red Wings,2.0,Colorado Avalanche,0.0,0
41323,2008,Edmonton Oilers,1.0,Dallas Stars,4.0,0
41324,2008,Florida Panthers,4.0,Vancouver Canucks,3.0,0
41325,2008,New Jersey Devils,1.0,New York Rangers,3.0,0
41326,2008,St. Louis Blues,1.0,Anaheim Ducks,0.0,0
41327,2008,Boston Bruins,1.0,Detroit Red Wings,3.0,0
41328,2008,Columbus Blue Jackets,1.0,Minnesota Wild,4.0,0
41329,2008,Calgary Flames,1.0,Dallas Stars,2.0,0
41330,2008,Montreal Canadiens,4.0,New York Islanders,1.0,0
41331,2008,New Jersey Devils,6.0,Los Angeles Kings,3.0,0
41332,2008,Nashville Predators,3.0,Phoenix Coyotes,2.0,0
41333,2008,Philadelphia Flyers,3.0,Anaheim Ducks,0.0,0
41334,2008,Pittsburgh Penguins,4.0,Carolina Hurricanes,1.0,0
41335,2008,San Jose Sharks,3.0,Chicago Blackhawks,2.0,0
41336,2008,St. Louis Blues,4.0,Colorado Avalanche,6.0,0
41337,2008,Tampa Bay Lightning,2.0,Florida Panthers,3.0,0
41338,2008,Toronto Maple Leafs,4.0,Ottawa Senators,2.0,0
41339,2008,Washington Capitals,0.0,Atlanta Thrashers,2.0,0
41340,2008,Montreal Canadiens,3.0,New York Rangers,5.0,0
41341,2008,Colorado Avalanche,3.0,Phoenix Coyotes,4.0,0
41342,2008,Edmonton Oilers,5.0,Calgary Flames,0.0,0
41343,2008,New Jersey Devils,4.0,Pittsburgh Penguins,3.0,0
41344,2008,Atlanta Thrashers,2.0,Philadelphia Flyers,3.0,0
41345,2008,Boston Bruins,2.0,Buffalo Sabres,4.0,0
41346,2008,Columbus Blue Jackets,3.0,Washington Capitals,4.0,0
41347,2008,Calgary Flames,4.0,Phoenix Coyotes,3.0,0
41348,2008,Dallas Stars,3.0,Vancouver Canucks,2.0,0
41349,2008,Minnesota Wild,2.0,Detroit Red Wings,3.0,0
41350,2008,Montreal Canadiens,4.0,Ottawa Senators,3.0,0
41351,2008,Nashville Predators,1.0,Carolina Hurricanes,0.0,0
41352,2008,New York Islanders,0.0,Anaheim Ducks,3.0,0
41353,2008,New York Rangers,2.0,Los Angeles Kings,4.0,0
41354,2008,St. Louis Blues,4.0,Tampa Bay Lightning,5.0,0
41355,2008,Toronto Maple Leafs,0.0,Florida Panthers,8.0,0
41356,2008,Buffalo Sabres,3.0,New Jersey Devils,2.0,0
41357,2008,Edmonton Oilers,4.0,Chicago Blackhawks,1.0,0
41358,2008,Philadelphia Flyers,3.0,Washington Capitals,4.0,0
41359,2008,San Jose Sharks,1.0,Colorado Avalanche,3.0,0
41360,2008,Atlanta Thrashers,1.0,Vancouver Canucks,2.0,0
41361,2008,Calgary Flames,1.0,Chicago Blackhawks,3.0,0
41362,2008,Detroit Red Wings,3.0,Los Angeles Kings,5.0,0
41363,2008,Minnesota Wild,0.0,Dallas Stars,1.0,0
41364,2008,Montreal Canadiens,2.0,Toronto Maple Leafs,4.0,0
41365,2008,Nashville Predators,1.0,Tampa Bay Lightning,2.0,0
41366,2008,New York Rangers,1.0,Anaheim Ducks,4.0,0
41367,2008,Ottawa Senators,5.0,Florida Panthers,4.0,0
41368,2008,Phoenix Coyotes,1.0,Columbus Blue Jackets,2.0,0
41369,2008,Pittsburgh Penguins,4.0,New York Islanders,3.0,0
41370,2008,Buffalo Sabres,2.0,Boston Bruins,3.0,0
41371,2008,New Jersey Devils,1.0,Anaheim Ducks,2.0,0
41372,2008,San Jose Sharks,2.0,Columbus Blue Jackets,1.0,0
41373,2008,Washington Capitals,1.0,Carolina Hurricanes,2.0,0
41374,2008,Atlanta Thrashers,2.0,Tampa Bay Lightning,1.0,0
41375,2008,Boston Bruins,3.0,Florida Panthers,6.0,0
41376,2008,Calgary Flames,4.0,Edmonton Oilers,1.0,0
41377,2008,Dallas Stars,6.0,St. Louis Blues,2.0,0
41378,2008,Minnesota Wild,4.0,New York Islanders,3.0,0
41379,2008,New Jersey Devils,6.0,Carolina Hurricanes,1.0,0
41380,2008,Ottawa Senators,6.0,Montreal Canadiens,1.0,0
41381,2008,Philadelphia Flyers,0.0,New York Rangers,2.0,0
41382,2008,Pittsburgh Penguins,4.0,Los Angeles Kings,2.0,0
41383,2008,San Jose Sharks,4.0,Nashville Predators,3.0,0
41384,2008,Toronto Maple Leafs,3.0,Detroit Red Wings,2.0,0
41385,2008,Vancouver Canucks,2.0,Colorado Avalanche,6.0,0
41386,2008,Buffalo Sabres,5.0,Florida Panthers,3.0,0
41387,2008,Columbus Blue Jackets,2.0,Los Angeles Kings,3.0,0
41388,2008,Detroit Red Wings,2.0,Anaheim Ducks,3.0,0
41389,2008,Phoenix Coyotes,3.0,Nashville Predators,6.0,0
41390,2008,Pittsburgh Penguins,4.0,Philadelphia Flyers,3.0,0
41391,2008,St. Louis Blues,1.0,Minnesota Wild,2.0,0
41392,2008,Vancouver Canucks,3.0,Chicago Blackhawks,2.0,0
41393,2008,Washington Capitals,3.0,New York Rangers,2.0,0
41394,2008,Dallas Stars,2.0,Phoenix Coyotes,1.0,0
41395,2008,Boston Bruins,2.0,Carolina Hurricanes,3.0,0
41396,2008,Colorado Avalanche,1.0,Anaheim Ducks,2.0,0
41397,2008,Edmonton Oilers,4.0,Minnesota Wild,2.0,0
41398,2008,Nashville Predators,4.0,Detroit Red Wings,2.0,0
41399,2008,New York Islanders,4.0,Philadelphia Flyers,3.0,0
41400,2008,Ottawa Senators,1.0,Buffalo Sabres,5.0,0
41401,2008,San Jose Sharks,3.0,Calgary Flames,4.0,0
41402,2008,St. Louis Blues,4.0,Los Angeles Kings,2.0,0
41403,2008,Tampa Bay Lightning,3.0,Montreal Canadiens,2.0,0
41404,2008,Atlanta Thrashers,3.0,Washington Capitals,2.0,0
41405,2008,Buffalo Sabres,1.0,Toronto Maple Leafs,0.0,0
41406,2008,Columbus Blue Jackets,2.0,Chicago Blackhawks,7.0,0
41407,2008,Florida Panthers,1.0,Montreal Canadiens,2.0,0
41408,2008,New Jersey Devils,3.0,Ottawa Senators,2.0,0
41409,2008,Pittsburgh Penguins,1.0,Boston Bruins,2.0,0
41410,2008,Carolina Hurricanes,4.0,Pittsburgh Penguins,2.0,0
41411,2008,Colorado Avalanche,1.0,St. Louis Blues,4.0,0
41412,2008,Nashville Predators,1.0,Chicago Blackhawks,6.0,0
41413,2008,Philadelphia Flyers,3.0,Tampa Bay Lightning,5.0,0
41414,2008,Phoenix Coyotes,5.0,Dallas Stars,2.0,0
41415,2008,San Jose Sharks,2.0,Edmonton Oilers,3.0,0
41416,2008,Toronto Maple Leafs,4.0,New York Islanders,5.0,0
41417,2008,Vancouver Canucks,4.0,Minnesota Wild,5.0,0
41418,2008,Anaheim Ducks,2.0,Dallas Stars,4.0,0
41419,2008,Detroit Red Wings,1.0,Columbus Blue Jackets,5.0,0
41420,2008,Florida Panthers,4.0,Washington Capitals,2.0,0
41421,2008,Los Angeles Kings,6.0,Calgary Flames,3.0,0
41422,2008,New Jersey Devils,3.0,Atlanta Thrashers,4.0,0
41423,2008,Carolina Hurricanes,5.0,Florida Panthers,4.0,0
41424,2008,Montreal Canadiens,1.0,Philadelphia Flyers,0.0,0
41425,2008,Nashville Predators,2.0,St. Louis Blues,1.0,0
41426,2008,New York Islanders,4.0,Atlanta Thrashers,1.0,0
41427,2008,New York Rangers,5.0,Buffalo Sabres,1.0,0
41428,2008,Ottawa Senators,2.0,New Jersey Devils,3.0,0
41429,2008,Phoenix Coyotes,4.0,Los Angeles Kings,3.0,0
41430,2008,Tampa Bay Lightning,2.0,Washington Capitals,3.0,0
41431,2008,Toronto Maple Leafs,4.0,Boston Bruins,3.0,0
41432,2008,Vancouver Canucks,4.0,Edmonton Oilers,2.0,0
41433,2008,Anaheim Ducks,4.0,Calgary Flames,2.0,0
41434,2008,Buffalo Sabres,1.0,Pittsburgh Penguins,4.0,0
41435,2008,Chicago Blackhawks,2.0,Colorado Avalanche,1.0,0
41436,2008,Dallas Stars,1.0,Detroit Red Wings,0.0,0
41437,2008,Minnesota Wild,5.0,Nashville Predators,4.0,0
41438,2008,New York Rangers,3.0,San Jose Sharks,1.0,0
41439,2008,Philadelphia Flyers,3.0,Montreal Canadiens,5.0,0
41440,2008,St. Louis Blues,5.0,Columbus Blue Jackets,1.0,0
41441,2008,Colorado Avalanche,0.0,Detroit Red Wings,4.0,0
41442,2008,Los Angeles Kings,0.0,Phoenix Coyotes,4.0,0
41443,2008,New Jersey Devils,5.0,Carolina Hurricanes,1.0,0
41444,2008,New York Islanders,3.0,San Jose Sharks,2.0,0
41445,2008,Carolina Hurricanes,2.0,Boston Bruins,3.0,0
41446,2008,Minnesota Wild,2.0,Vancouver Canucks,3.0,0
41447,2008,Montreal Canadiens,6.0,New York Rangers,5.0,0
41448,2008,Nashville Predators,5.0,Edmonton Oilers,4.0,0
41449,2008,Ottawa Senators,3.0,Philadelphia Flyers,2.0,0
41450,2008,Phoenix Coyotes,1.0,Calgary Flames,4.0,0
41451,2008,Pittsburgh Penguins,3.0,Florida Panthers,2.0,0
41452,2008,St. Louis Blues,5.0,Chicago Blackhawks,1.0,0
41453,2008,Toronto Maple Leafs,3.0,Columbus Blue Jackets,1.0,0
41454,2008,Anaheim Ducks,3.0,Colorado Avalanche,2.0,0
41455,2008,Buffalo Sabres,4.0,Tampa Bay Lightning,3.0,0
41456,2008,Chicago Blackhawks,3.0,Minnesota Wild,0.0,0
41457,2008,Dallas Stars,2.0,Calgary Flames,3.0,0
41458,2008,New Jersey Devils,3.0,San Jose Sharks,2.0,0
41459,2008,Washington Capitals,2.0,New York Islanders,3.0,0
41460,2008,Carolina Hurricanes,5.0,Atlanta Thrashers,3.0,0
41461,2008,Florida Panthers,4.0,Boston Bruins,5.0,0
41462,2008,Los Angeles Kings,5.0,St. Louis Blues,1.0,0
41463,2008,Montreal Canadiens,4.0,Pittsburgh Penguins,5.0,0
41464,2008,Nashville Predators,2.0,Vancouver Canucks,3.0,0
41465,2008,New York Islanders,1.0,Tampa Bay Lightning,0.0,0
41466,2008,Ottawa Senators,2.0,Columbus Blue Jackets,3.0,0
41467,2008,Philadelphia Flyers,1.0,San Jose Sharks,3.0,0
41468,2008,Toronto Maple Leafs,1.0,Buffalo Sabres,5.0,0
41469,2008,Anaheim Ducks,2.0,St. Louis Blues,1.0,0
41470,2008,Calgary Flames,1.0,Detroit Red Wings,0.0,0
41471,2008,Dallas Stars,5.0,Edmonton Oilers,2.0,0
41472,2008,Phoenix Coyotes,2.0,Colorado Avalanche,3.0,0
41473,2008,Buffalo Sabres,3.0,New York Rangers,4.0,0
41474,2008,Carolina Hurricanes,6.0,Washington Capitals,3.0,0
41475,2008,Los Angeles Kings,5.0,Chicago Blackhawks,6.0,0
41476,2008,Montreal Canadiens,0.0,Columbus Blue Jackets,3.0,0
41477,2008,New Jersey Devils,4.0,New York Islanders,2.0,0
41478,2008,Nashville Predators,3.0,Dallas Stars,6.0,0
41479,2008,Philadelphia Flyers,1.0,Florida Panthers,2.0,0
41480,2008,Pittsburgh Penguins,3.0,Ottawa Senators,4.0,0
41481,2008,Tampa Bay Lightning,3.0,Boston Bruins,5.0,0
41482,2008,Toronto Maple Leafs,3.0,Atlanta Thrashers,1.0,0
41483,2008,Vancouver Canucks,4.0,Detroit Red Wings,1.0,0
41484,2008,Anaheim Ducks,6.0,Chicago Blackhawks,3.0,0
41485,2008,Edmonton Oilers,3.0,Colorado Avalanche,2.0,0
41486,2008,Minnesota Wild,1.0,Calgary Flames,2.0,0
41487,2008,New York Rangers,5.0,Florida Panthers,0.0,0
41488,2008,Phoenix Coyotes,2.0,St. Louis Blues,0.0,0
41489,2008,Pittsburgh Penguins,1.0,San Jose Sharks,2.0,0
41490,2008,Washington Capitals,1.0,New Jersey Devils,2.0,0
41491,2008,Buffalo Sabres,3.0,Philadelphia Flyers,4.0,0
41492,2008,Ottawa Senators,0.0,Toronto Maple Leafs,5.0,0
41493,2008,Boston Bruins,4.0,Ottawa Senators,0.0,0
41494,2008,Carolina Hurricanes,2.0,New Jersey Devils,1.0,0
41495,2008,Calgary Flames,2.0,Colorado Avalanche,3.0,0
41496,2008,Edmonton Oilers,4.0,Detroit Red Wings,3.0,0
41497,2008,Montreal Canadiens,5.0,Atlanta Thrashers,1.0,0
41498,2008,New York Islanders,2.0,Pittsburgh Penguins,4.0,0
41499,2008,St. Louis Blues,1.0,Dallas Stars,3.0,0
41500,2008,Washington Capitals,4.0,Minnesota Wild,1.0,0
41501,2008,Buffalo Sabres,8.0,Nashville Predators,4.0,0
41502,2008,Columbus Blue Jackets,2.0,San Jose Sharks,4.0,0
41503,2008,Chicago Blackhawks,1.0,Phoenix Coyotes,0.0,0
41504,2008,Florida Panthers,3.0,Toronto Maple Leafs,4.0,0
41505,2008,Tampa Bay Lightning,2.0,Minnesota Wild,3.0,0
41506,2008,Vancouver Canucks,2.0,Colorado Avalanche,3.0,0
41507,2008,Atlanta Thrashers,4.0,New York Islanders,5.0,0
41508,2008,Boston Bruins,5.0,Pittsburgh Penguins,1.0,0
41509,2008,Carolina Hurricanes,2.0,New York Rangers,4.0,0
41510,2008,Dallas Stars,7.0,Chicago Blackhawks,4.0,0
41511,2008,Edmonton Oilers,5.0,Los Angeles Kings,4.0,0
41512,2008,Philadelphia Flyers,3.0,Ottawa Senators,1.0,0
41513,2008,St. Louis Blues,1.0,Phoenix Coyotes,2.0,0
41514,2008,Anaheim Ducks,3.0,Calgary Flames,1.0,0
41515,2008,Buffalo Sabres,2.0,Montreal Canadiens,6.0,0
41516,2008,Detroit Red Wings,2.0,San Jose Sharks,3.0,0
41517,2008,Florida Panthers,2.0,Minnesota Wild,3.0,0
41518,2008,New Jersey Devils,0.0,Washington Capitals,4.0,0
41519,2008,Tampa Bay Lightning,3.0,Toronto Maple Leafs,2.0,0
41520,2008,Vancouver Canucks,2.0,Columbus Blue Jackets,3.0,0
41521,2008,Boston Bruins,3.0,Atlanta Thrashers,2.0,0
41522,2008,Carolina Hurricanes,5.0,Tampa Bay Lightning,1.0,0
41523,2008,Colorado Avalanche,5.0,Los Angeles Kings,2.0,0
41524,2008,Dallas Stars,1.0,Nashville Predators,3.0,0
41525,2008,Montreal Canadiens,2.0,New Jersey Devils,1.0,0
41526,2008,New York Islanders,1.0,Philadelphia Flyers,4.0,0
41527,2008,Ottawa Senators,5.0,Pittsburgh Penguins,4.0,0
41528,2008,Phoenix Coyotes,1.0,Calgary Flames,3.0,0
41529,2008,St. Louis Blues,0.0,San Jose Sharks,2.0,0
41530,2008,Washington Capitals,2.0,Toronto Maple Leafs,3.0,0
41531,2008,Buffalo Sabres,2.0,Detroit Red Wings,4.0,0
41532,2008,Chicago Blackhawks,4.0,Vancouver Canucks,1.0,0
41533,2008,Edmonton Oilers,4.0,Columbus Blue Jackets,3.0,0
41534,2008,Minnesota Wild,2.0,Los Angeles Kings,1.0,0
41535,2008,New York Islanders,0.0,Florida Panthers,1.0,0
41536,2008,New York Rangers,5.0,Philadelphia Flyers,4.0,0
41537,2008,Pittsburgh Penguins,3.0,Atlanta Thrashers,2.0,0
41538,2008,Anaheim Ducks,3.0,Ottawa Senators,1.0,0
41539,2008,San Jose Sharks,6.0,Montreal Canadiens,4.0,0
41540,2008,Washington Capitals,10.0,Boston Bruins,2.0,0
41541,2008,Boston Bruins,0.0,Florida Panthers,1.0,0
41542,2008,Calgary Flames,1.0,Columbus Blue Jackets,0.0,0
41543,2008,Colorado Avalanche,2.0,Vancouver Canucks,1.0,0
41544,2008,Edmonton Oilers,1.0,Nashville Predators,5.0,0
41545,2008,Minnesota Wild,2.0,Chicago Blackhawks,4.0,0
41546,2008,New York Rangers,3.0,New York Islanders,4.0,0
41547,2008,Philadelphia Flyers,2.0,Buffalo Sabres,5.0,0
41548,2008,St. Louis Blues,3.0,Los Angeles Kings,2.0,0
41549,2008,Tampa Bay Lightning,0.0,Pittsburgh Penguins,2.0,0
41550,2008,Toronto Maple Leafs,1.0,New Jersey Devils,4.0,0
41551,2008,Atlanta Thrashers,3.0,Carolina Hurricanes,6.0,0
41552,2008,Buffalo Sabres,1.0,Washington Capitals,3.0,0
41553,2008,Chicago Blackhawks,3.0,Anaheim Ducks,0.0,0
41554,2008,Dallas Stars,1.0,Phoenix Coyotes,2.0,0
41555,2008,Detroit Red Wings,4.0,St. Louis Blues,1.0,0
41556,2008,San Jose Sharks,3.0,Ottawa Senators,2.0,0
41557,2008,Boston Bruins,2.0,Toronto Maple Leafs,8.0,0
41558,2008,Carolina Hurricanes,3.0,Minnesota Wild,2.0,0
41559,2008,Colorado Avalanche,1.0,Anaheim Ducks,0.0,0
41560,2008,Florida Panthers,5.0,Pittsburgh Penguins,2.0,0
41561,2008,Los Angeles Kings,2.0,Ottawa Senators,0.0,0
41562,2008,New York Islanders,1.0,New York Rangers,4.0,0
41563,2008,Philadelphia Flyers,3.0,Tampa Bay Lightning,2.0,0
41564,2008,Phoenix Coyotes,2.0,Montreal Canadiens,4.0,0
41565,2008,Vancouver Canucks,6.0,Nashville Predators,2.0,0
41566,2008,Atlanta Thrashers,3.0,Minnesota Wild,2.0,0
41567,2008,Columbus Blue Jackets,1.0,Edmonton Oilers,2.0,0
41568,2008,Calgary Flames,1.0,Nashville Predators,2.0,0
41569,2008,Chicago Blackhawks,2.0,San Jose Sharks,3.0,0
41570,2008,New Jersey Devils,2.0,Tampa Bay Lightning,1.0,0
41571,2008,Boston Bruins,2.0,Washington Capitals,1.0,0
41572,2008,Carolina Hurricanes,4.0,Buffalo Sabres,3.0,0
41573,2008,Colorado Avalanche,3.0,Dallas Stars,1.0,0
41574,2008,Florida Panthers,3.0,Atlanta Thrashers,2.0,0
41575,2008,Los Angeles Kings,2.0,Montreal Canadiens,5.0,0
41576,2008,Philadelphia Flyers,4.0,New York Islanders,1.0,0
41577,2008,Phoenix Coyotes,2.0,Ottawa Senators,4.0,0
41578,2008,Toronto Maple Leafs,1.0,New Jersey Devils,2.0,0
41579,2008,Vancouver Canucks,4.0,St. Louis Blues,2.0,0
41580,2008,Anaheim Ducks,3.0,Montreal Canadiens,1.0,0
41581,2008,Columbus Blue Jackets,5.0,Tampa Bay Lightning,3.0,0
41582,2008,Chicago Blackhawks,5.0,Edmonton Oilers,6.0,0
41583,2008,Dallas Stars,3.0,Colorado Avalanche,0.0,0
41584,2008,Detroit Red Wings,4.0,Nashville Predators,3.0,0
41585,2008,Minnesota Wild,2.0,San Jose Sharks,3.0,0
41586,2008,New York Rangers,1.0,Boston Bruins,0.0,0
41587,2008,Washington Capitals,2.0,Pittsburgh Penguins,4.0,0
41588,2008,Buffalo Sabres,2.0,New York Rangers,3.0,0
41589,2008,Calgary Flames,7.0,St. Louis Blues,3.0,0
41590,2008,Los Angeles Kings,1.0,Vancouver Canucks,2.0,0
41591,2008,Atlanta Thrashers,2.0,Colorado Avalanche,5.0,0
41592,2008,Detroit Red Wings,3.0,Chicago Blackhawks,1.0,0
41593,2008,Edmonton Oilers,4.0,St. Louis Blues,3.0,0
41594,2008,Montreal Canadiens,4.0,New Jersey Devils,0.0,0
41595,2008,Nashville Predators,1.0,San Jose Sharks,2.0,0
41596,2008,Ottawa Senators,4.0,Boston Bruins,1.0,0
41597,2008,Phoenix Coyotes,3.0,Anaheim Ducks,2.0,0
41598,2008,Tampa Bay Lightning,8.0,New York Islanders,4.0,0
41599,2008,Toronto Maple Leafs,4.0,Philadelphia Flyers,3.0,0
41600,2008,Anaheim Ducks,4.0,Vancouver Canucks,1.0,0
41601,2008,Chicago Blackhawks,0.0,Carolina Hurricanes,3.0,0
41602,2008,Florida Panthers,4.0,New York Islanders,2.0,0
41603,2008,Philadelphia Flyers,2.0,Toronto Maple Leafs,3.0,0
41604,2008,Pittsburgh Penguins,7.0,Buffalo Sabres,3.0,0
41605,2008,Washington Capitals,3.0,Calgary Flames,2.0,0
41606,2008,Atlanta Thrashers,6.0,Calgary Flames,4.0,0
41607,2008,Boston Bruins,1.0,Tampa Bay Lightning,3.0,0
41608,2008,Colorado Avalanche,5.0,Edmonton Oilers,1.0,0
41609,2008,Detroit Red Wings,5.0,Dallas Stars,3.0,0
41610,2008,Minnesota Wild,3.0,New Jersey Devils,4.0,0
41611,2008,Montreal Canadiens,0.0,Ottawa Senators,3.0,0
41612,2008,Nashville Predators,1.0,Los Angeles Kings,4.0,0
41613,2008,Phoenix Coyotes,2.0,Vancouver Canucks,0.0,0
41614,2008,Buffalo Sabres,7.0,Carolina Hurricanes,1.0,0
41615,2008,Columbus Blue Jackets,3.0,Chicago Blackhawks,6.0,0
41616,2008,Florida Panthers,3.0,New York Rangers,2.0,0
41617,2008,San Jose Sharks,4.0,St. Louis Blues,1.0,0
